index,text
D93,"['adidas', 'ever', 'withdrawn', 'collaboration', 'balenciaga', 'pedophile', 'scandal', 'betray', 'persecute', 'steal', 'kanye', 'saying', 'genocides', 'murderers', 'also', 'deserve', 'love', 'yes', 'adidasus', 'pedophiles', 'gt', 'christians', 'welcome', 'hell']"
D94,"['kanye', 'west', 'quote', 'day', '2024', 'kanye', 'west', 'kanyewest', 'ye', 'oftheday', 'otd', 'https', 'co', 'xwi3p0me24']"
D95,"['elonmusk', 'shefvaidya', 'twitter', 'verified', 'rw', 'opportunist', 'cc', 'worth', 'investigating', 'kanye', 'total', 'ban', 'twitter', 'nazi', 'sympathiser']"
D96,"['yall', 'got', 'ta', 'chill', 'ye', 'nazi', 'thing', 'even', 'worse', 'ye', 'ye24', 'kanyewest', 'kanye']"
D97,"['sixers', 'little', 'tone', 'deaf', 'lately', 'new', 'stadium', 'chinatown', 'etc', 'little', 'advice', 'fave', 'team', 'maybe', 'play', 'kanye', 'music', 'loudspeakers', 'jewish', 'heritage', 'hanukkah', 'celebration', 'night', 'yes', 'soon']"
D98,"['808beats', 'frequency', 'pitch', 'hiphop', 'beats', 'sound', 'ye', 'kanye', 'vibes', 'https', 'co', 'olijsfmx4v']"
D99,"['wives', 'sell', 'face', 'cream', 'kanye', 'https', 'co', 'mwtiprcmqb']"
D100,"['shooting', 'baby', 'ifs', 'ands', 'maybe', 'kanye', 'https', 'co', 'ruwjzqfm9q']"
D101,"['elders', 'time', 'needed', 'find', 'president', 'means', 'necessary', 'kanye', 'https', 'co', 'ehqzziz5g3']"
D102,"['kanye', 'west', 'reaction', 'twitter', 'suspension', 'kanye', 'kanyewest', 'teamkanyedaily', 'memelyxyz', 'kanye', 'elonmusk', 'twitter', 'viralvideo', 'kanyememe', 'memely', 'https', 'co', '7hffngvrfc']"
D103,"['thing', 'president', 'anymore', 'kanye', 'https', 'co', 'x7dswb82pd']"
D104,"['elon', 'blocks', 'laughs', 'friends', 'kanye', 'https', 'co', 'aw09ip3xdv']"
D105,"['antisemitic', 'attacker', 'yells', 'kanye', '2024', 'central', 'park', 'assault', 'police', 'say', 'washington', 'post', 'https', 'co', 's7t5tspcxn']"
D106,"['kanye', 'west', 'reaction', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 'co', 'ayqn9u7tju']"
D107,"['kanye', 'west', 'reaction', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 'co', 'dot3yhca78']"
D108,"['kanye', 'west', 'reaction', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 'co', 'tgtfvzjs1p']"
D109,"['kanye', 'west', 'reaction', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 'co', 'rujzsad1xo']"
D110,"['kanye', 'west', 'reaction', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 'co', 'dvjbvg8me3']"
D111,"['kanye', 'west', 'reaction', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 'co', 'mm2nd4r3wp']"
D112,"['kanye', 'west', 'reaction', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 'co', 'yxfmhqytpz']"
D113,"['kanye', 'west', 'reaction', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 'co', 'hhjnzxhwzp']"
D114,"['kanye', 'west', 'reaction', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 'co', 'vkv8ohdfsq']"
D115,"['kanye', 'west', 'reaction', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 'co', 'ffjru4nszh']"
D116,"['kanye', 'west', 'reaction', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 'co', 'amjwsb2cyh']"
D117,"['kanye', 'west', 'reaction', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 'co', 'oiao24sbew']"
D118,"['kanye', 'west', 'reaction', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 'co', 'sqmhipqbzd']"
D119,"['kanye', 'west', 'reaction', 'twitter', 'suspension', 'kanye', 'memely', 'memelyxyz', 'https', 'co', 'ondrrjzuuo']"
D120,"['realdonaldtrump', 'four', 'years', 'leave', 'kanye', 'point']"
D121,"['credit', 'andrew', 'knight', 'toohotforfacebook', 'memes', 'meme', 'shitpost', 'shitposts', 'shitposting', 'thesimpsons', 'globexcorporation', 'thesimpsonsmemes', 'simpsonsmemes', 'seinfeld', 'seinfeldmemes', 'kanye', 'kanyewest', 'hitlermemes', 'hitler', 'nazimemes', 'nazis', 'neinfeld', 'holocaust', 'holocaustmemes', 'https', 'co', 'ybua1whx2k']"
D122,"['happened', 'kanye', 'fall', 'face', 'earth']"
D123,"['dophe1', 'sizwelo', 'kanye', 'black', 'trump', 'amp', 'things', 'really', 'different']"
D124,"['fake', 'media', 'brands', 'ie', 'balenciaga', 'ye', 'hip', 'hop', 'move', 'stocks', 'crypto', 'kanye', 'balenciagagate', 'crypto', 'stockmarket', 'simpsons', 'https', 'co', '3hvfqq00b1']"
D125,"['pov', 'kanye', 'west', 'suspended', 'twitter', 'elon', 'musk', 'kanyewest', 'teamkanyedaily', 'memelyxyz', 'kanye', 'elonmusk', 'elonmeme', 'viralvideo', 'kanyememe', 'memely', 'https', 'co', 'gmsav5ohsw']"
D126,"['kimkardashian', 'exes', 'fast', 'food', 'commercials', 'except', 'kanye']"
D127,"['props', 'kanye', 'standing', 'oppressive', 'company', 'owners', 'control', 'politicians']"
D128,"['greenblatt', 'suspended', 'canceled', 'comment', 'elonmusk', 'realdonaldtrump', 'kanyewest', 'kanye', 'https', 'co', 'emnnmasq8x']"
D129,"['jay', 'z', 'encore', 'feat', 'kanye', 'west', 'john', 'legend', 'crawley', 'amp', 'leonard', 'har', 'https', 'co', 'ymzbixzfxx', 'via', 'youtube', 'wdmv362radio', 'eastcoast', 'hip', 'hop', 'nyc', 'classics', 'jazy', 'x', 'kanye', 'x', 'johnlegend', 'theblackalbum19', 'hof']"
D130,"['course', 'else', 'would', 'one', 'choose', 'conspiracy', 'kanye', 'kanyewest', 'https', 'co', 'ycrn4ho07z']"
D131,"['got', 'back', 'new', 'kanye', 'concert', 'kanye', 'https', 'co', 'k6wpro2bgm']"
D132,"['elon', 'musk', 'see', 'kanye', 'west', 'breaking', 'rules', 'kanyewest', 'teamkanyedaily', 'memelyxyz', 'kanye', 'elonmusk', 'elonmeme', 'viralvideo', 'kanyememe', 'memely', 'https', 'co', '2qzllrt6oc']"
D133,"['jp', 'sears', 'liar', 'thinks', 'lies', 'funny', 'girlfriend', 'pretends', 'excercise', 'money', 'conspiracy', 'joe', 'trump', 'black', 'kanye', 'kyrie', 'nsfwxroleplay', 'femboy', 'nsfwaccount', 'pyt', 'elonjet', 'losers', 'qatarworldcup', 'grantwahl', 'saudi', 'trump2024', 'ye24', 'arresttrumpnow', 'topg', 'antifa']"
D134,"['want', 'find', 'uncensored', 'information', 'https', 'co', 'juo6x054nu', 'thenoticing', 'noticing', 'trump', 'elon', 'musk', 'donald', 'kanye', 'truth', 'redpill', 'facts', 'ye', 'https', 'co', 'fdyiw4nsda']"
D135,"['kanye', 'west', 'x', 'mike', 'dean', 'type', 'beat', 'matrix', 'buy', '2', 'get', '2', 'free', 'kanye', 'ye', 'https', 'co', 'k79li14w68', 'via', 'youtube']"
D136,"['take', 'way', 'kanye', 'https', 'co', 'bd0dtnhrue']"
D137,"['well', 'kanye', 'https', 'co', 'rjnygqxvdy']"
D138,"['mint', 'live', 'ye', 'x', 'trump', '2024', 'digital', 'trading', 'cards', '2', '024', 'supply', '1', 'free', 'per', 'wallet', 'rest', '0', '001ξ', 'max', '10', 'per', 'tx', 'website', 'https', 'co', 'kx7ui8oxju', 'contract', 'https', 'co', 'axh38wlelb', 'kanye', 'trump', 'yextrump', 'ye2024', 'trump2024', 'nfts', 'freemint', 'nft', 'eth', 'https', 'co', 'omm8nlv2py']"
D139,"['reich', 'wrong', 'ye', 'kanye', 'kanyewest']"
D140,"['half', 'supply', 'minted', 'far', 'kanye', 'eth', 'nfts', 'freemint', 'trump', 'https', 'co', 'bknbusua52']"
D141,"['post', 'elon', 'real', 'time', 'location', 'public', 'information', 'want', 'access', 'public', 'information', 'elongoat', 'andrewtate', 'topg', 'missfrance', 'discord', 'twittertakeover', 'joe', 'trumpisdone', 'feet', 'femboy', 'missnordpasdecalais', 'podcastandchillwithmacg', 'samhyde', 'mde', 'chine', 'kanye']"
D142,"['guy', 'attacks', 'elderly', 'man', 'shouts', 'kanye2024', 'behalf', 'old', 'man', 'u', 'see', 'kanye', 'hit', 'bitch', 'jews', 'elderly', 'fkkanye']"
D143,"['imagine', 'world', 'took', 'mama', 'called', 'crazy', 'released', 'million', 'dollar', 'shoe', 'design', 'market', 'lost', 'offers', 'deals', 'sought', 'first', 'thing', 'jews', 'kanye']"
D144,"['feel', 'like', 'straight', 'lick', 'strange', 'fruit', 'stick', 'kanye', 'https', 'co', 'qxo80huorg', 'https', 'co', 'tvnrymbtsv']"
D145,"['please', 'tweet', 'trending', 'news', 'breaking', 'news', 'truth', 'faith', 'love', 'heresy', 'falseprophets', 'kanye', 'kanyewest', 'ye', 'yeezy', 'sundayservice', 'nickfuentes', 'redmedia', 'paparazzi', 'global', 'debate', 'challenge', 'gospel', 'jesus', 'jesuschrist', 'god', 'bibletruthpodcast', 'https', 'co', 'wtrixaryiq']"
D146,"['check', 'ismashed', 'phraze', 'spotify', 'youtube', 'applemusic', 'https', 'co', 'al5oe2kfn1', 'ismashed', 'alternativefacts', 'album', 'phraze', 'lbm', 'hiphop', 'rap', 'music', 'beyonce', 'jayz', 'taylorswift', 'jenniferlopez', 'kanye', 'amberrose', 'kimkardashian', 'cardib', 'brittanyspears', 'christinaaguilera', 'jen']"
D147,"['take', 'kanye', 'https', 'co', '3ropgrs3ws']"
D148,"['kanye', 'west', 'digital', 'trading', 'cards', 'minting', 'live', 'etherscan', 'https', 'co', 'mu9uxnx8o1', 'nft', 'nftcommunity', 'nftminting', 'nfts', 'trumpcard', 'trumpnft', 'kanye', 'kanyewest', 'kanyenft', 'https', 'co', 'acah4oergq']"
D149,"['gop', 'nominee', 'reactions', 'desantis', 'trump', 'cruz', 'rubio', 'haley', 'pence', 'pompeo', 'noem', 'youngkin', 'christie', 'cheney', 'kanye', 'trump', 'trump2024', 'trump24', 'desantis', 'gop', 'usa', 'americafirst', 'america', 'politicslive', 'kanye', 'https', 'co', '8cjcyoq3zm']"
D150,"['calling', 'kanye', 'launch', 'nft', 'project']"
D151,"['moongaadddd', 'abb', 'abbabb', 'abb', 'kanyestreams1', 'mikedean', 'made', 'beat', 'logic', 'u', 'could', 'say', 'kanye', 'beat']"
D152,"['check', 'new', 'video', 'hollowknight', 'youtube', 'gaming', 'kanye', 'subscribe', 'https', 'co', 'jbrav7skjk', 'https', 'co', 'jljm3ocmjp']"
D153,"['drake', 'killed', 'xxxtentacion', 'know', 'drake', 'x', 'murder', 'kill', 'kanye', 'kanyewest', 'fifaworldcup']"
D154,"['comedy', 'comedy', 'show', 'comedian', 'kanye', 'comediansofinstagram', 'eat', 'drink', 'laugh', 'ventura', 'venturacounty', 'santabarbara', 'losangelescomedy', 'showtime', 'entertainment', 'nightout', 'datenight', 'weekend', '805', '805events', 'dinnerandashow', 'dinneranddrinks', 'events', 'intsdail', 'standup', 'standupcomedy', 'https', 'co', 'pmjdyev7iq']"
D155,"['depends', 'race', 'good', 'singer', 'like', 'americans', 'better', 'voice', 'like', 'mexicans', 'turkish', 'people', 'singer', 'race', 'mexicans', 'fifaworldcup', 'turkey', 'kanye']"
D156,"['mental', 'disease', 'helpful', 'attention', 'economy', 'seems', 'kanye2024', 'kanyewest', 'kanyeforpresident', 'viral', 'kanye', 'https', 'co', 'yspayphsjk']"
D157,"['kanye', 'west', 'wanting', 'let', 'go', 'antisemitism', 'gets', 'kicked', 'twitter', 'kanyewest', 'teamkanyedaily', 'memelyxyz', 'hotnews', 'elonmusk', 'kanye', 'viralvideo', 'kanyememe', 'memely', 'https', 'co', 'odwbh60o4o']"
D158,"['done', 'jayz', 'amp', 'kanye', 'wiz', 'getting', 'people', 'still', 'smoking', 'weed', 'wizkhalifa']"
D159,"['want', 'something', 'think', 'would', 'ye', 'kanye', 'kanyewest', 'jew']"
D160,"['ai', 'text', 'image', 'generated', 'art', 'using', 'https', 'co', 'h7p37ieue6', 'kanye', 'west', 'aiart', 'hiphopart', 'dreamstudio', 'aiartwork', 'aigenerated', 'aigeneratedart', 'ye', 'kanye', 'kanyewest', 'nft', 'digitalart', 'blackklansman', 'https', 'co', 'dfpasd2beo']"
D161,"['trustedkicks', 'needs', 'listen', 'version', 'goodmorning', 'podcast', 'podchaser', 'minomornings', 'dobetter', 'elevate', 'letsgo', 'usa', 'chicago', 'kanye']"
D162,"['luckynu777', 'fighting', 'amp', 'exiling', 'kanye']"
D163,"['aaliyah', 'best', 'love', 'reaction', 'full', 'video', 'youtube', 'channel', 'talishasparkles', 'comedy', 'chicago', 'shortstory', 'fashion', 'gta', 'youtube', 'vlogs', 'asmr', 'trynottolaugh', 'reaction', '2022', 'invest', 'taylorswift', 'eminem', 'kanye', 'kardashians', 'aaliyah', 'atyourbest', 'letmeknow', 'https', 'co', 'qwidr0nqwt']"
D164,"['fire', 'freespeech', 'kanye', 'ye', 'nextup', 'beat', 'producer', 'fire', 'arturia', 'https', 'co', 'ch3b2sltrs']"
D165,"['elon', 'musk', 'suspending', 'kanye', 'account', 'like', 'memelyxyz', 'hotnews', 'elonmusk', 'twitter', 'kanye', 'elonmeme', 'viralvideo', 'memely', 'https', 'co', '5ftflbca71']"
D166,"['oh', 'hey', 'would', 'thought', 'kanye', 'nytimes', 'would', 'agree', 'https', 'co', 'ov9hmebbte']"
D167,"['shnugent2', 'weisselbergers', 'raised', 'autistic', 'son', 'kind', 'caring', 'amp', 'compassionate', '24', 'amp', 'wonderful', 'human', 'elon', 'amp', 'kanye', 'megalomaniacal', 'malignant', 'narcissist', 'bags']"
D168,"['kanye', 'likes', 'sued', 'kanye', 'kanyewest', 'ye', 'donda', 'yeezy', 'https', 'co', 'omihuajraj']"
D169,"['biniam98', 'terriblemaps', 'new', 'spirit', 'size', 'maps', 'mattered', 'oppressor', 'keep', 'people', 'mentally', 'oppressed', 'truth', 'prevail', 'ukrainerussiawar', 'strictly', 'twittergate', 'elon', 'twitterfiles', 'kanyewest', 'ye', 'kanye', 'blackfriday', 'israel', 'israeliapartheid', 'isralites', 'systematicracism', 'https', 'co', 'get3qklgzp']"
D170,"['kanye', 'west', 'wondering', 'account', 'got', 'suspended', 'kanyewest', 'teamkanyedaily', 'memelyxyz', 'hotnews', 'kanye', 'elonmusk', 'viralvideo', 'kanyememe', 'memely', 'https', 'co', 'qnbg3eitbt']"
D171,"['saints', 'label', 'nouv', 'prod', 'niseproductions', 'shot', 'visionar', 'https', 'co', 'w9lxpohrhx', 'via', 'youtube', 'rihanna', 'beyonce', 'rowdyrebel', 'drake', 'hiphop', 'music', 'future', 'bennythebutcher', 'tems', 'kanye', 'jadakiss', 'brunomars', 'nas', 'diddy', 'djdrama', 'yogotti', 'glorilla', 'freeway']"
D172,"['listen', 'yeezy', 'dccortez', 'catchemcorty', 'tired', 'shit', 'https', 'co', 'lnf8oem5sq', 'news', 'comedy', 'radio', 'music', 'podcast', 'kanye', 'klan', 'jewish', 'nazis', 'https', 'co', 'j1icfwgs82']"
D173,"['listening', '808', 'heartbreak', 'wow', 'kanye', 'coldest', 'winter']"
D174,"['attacker', 'yells', 'kanye', '2024', 'antisemitic', 'assault', 'police', 'say', 'washington', 'post', 'https', 'co', 'nsnmua64fe']"
D175,"['trust', 'trust', 'local', 'lender', 'actually', 'care', 'names', 'line', 'care', 'sorry', 'sorry', 'kanye', 'https', 'co', 'rd8ocz0a7r']"
D176,"['waited', 'see', 'ye', 'yeezy', 'kanye', 'kanyewest', 'https', 'co', 'uws1xys99m']"
D177,"['swept', 'r301', 'best', 'apex', 'apexlegends', 'apexmobile', 'twitter', 'america', 'media', 'memes', 'hockey', 'tmz', 'comedy', 'support', 'fomc', 'nft', 'meta', 'viral', 'trends', 'fifa', 'worldcup', 'podcast', 'funny', 'election', 'sale', 'national', 'kanye', 'holiday', 'deals', 'coin', 'happy', 'community', 'digital', 'https', 'co', '5igbhddepk']"
D178,"['learn', 'history', 'kanye', 'kanye2024', 'kanyewest', 'kanyeforpresident', 'viral', 'kanye', 'https', 'co', '8bkhu60hxr']"
D179,"['elon', 'taken', 'alot', 'put', 'memelyxyz', 'elonmusk', 'kanye', 'viralvideo', 'memely', 'https', 'co', 'e54f2wkpav']"
D180,"['said', 'black', 'american', 'culture', 'similar', 'west', 'african', 'culture', 'amp', 'black', 'women', 'hurt', 'ba', 'culture', 'vivica', 'fox', 'destroys', 'kanyewest', 'https', 'co', 'w7tpctgw1n', 'odj', 'vivica', 'kanye', 'feminism', 'securethetribe', 'blackwomen', 'blacktwitter', 'blameblackmen', 'black', 'men']"
D181,"['want', 'find', 'uncensored', 'information', 'https', 'co', 'juo6x054nu', 'thenoticing', 'noticing', 'trump', 'elon', 'musk', 'donald', 'kanye', 'truth', 'redpill', 'facts', 'ye', 'https', 'co', 'bdlyymtpcy']"
D182,"['bishop', 'un', 'chained', 'going', 'live', 'tonight', '9', '30pmest', 'one', 'want', 'miss', 'visit', 'website', 'https', 'co', 'jr06xs5pjc', 'like', 'share', 'amp', 'subscribe', 'iuic', 'oklahoma', 'youtube', 'oklahomacity', 'kanye', 'ye', 'jew', 'https', 'co', 'bpu6iapvwu']"
D183,"['check', 'new', '1', '1', 'nfts', 'behind', 'scenes', 'collection', 'make', 'offer', 'https', 'co', 'rnigr6ifsf', '1of1', '1of1s', 'hiphop', 'nftshill', 'nftphotography', 'nftcollectors', 'rap', 'nftfam', 'nfts', 'nftphotography', 'nas', 'nipsey', 'jcole', 'meganfox', 'kanye', 'macmiller', 'kardashian', 'opensea', 'jayz', 'https', 'co', 'bvvpmtdoxz']"
D184,"['futurism', 'kanye']"
D185,"['bishop', 'un', 'chained', 'going', 'live', 'tonight', '9', '30pmest', 'one', 'want', 'miss', 'fixxinfaces', 'streaming', 'facebook', 'youtube', 'iuictv', 'oklahomacity', 'kanye', 'ye', 'jew', 'jewish', 'antisemitic', 'antisemetism', 'instagram', 'explore', 'kanyewest', 'https', 'co', 'qwxhgbumvs']"
D186,"['15dayswithkanye', 'people', 'quick', 'feet', 'moneygrab', 'need', 'kanye', 'ex', 'bodyguard', 'telling', 'us', 'problematic', 'situations', 'well', 'aware', 'man', 'outlandish', 'behavior', 'garbage']"
D187,"['kanye', 'hears', 'truth', 'elon', 'musk', 'kanye', 'elonmusk', 'memely', 'kanyewest', 'teamkanyedaily', 'memelyxyz', 'kanye', 'elonmusk', 'elonmeme', 'viralvideo', 'kanyememe', 'memely', 'https', 'co', 'zwgyjjfjkr']"
D188,"['worse', 'thing', 'could', 'happen', 'kanye', 'destruction', 'legacy', 'hand']"
D189,"['one', 'k4s', 'ent', 'hflmag', 'cover', 'feature', 'rezasarrafieh', 'memorable', 'moments', 'working', 'rocnation', 'lilnasx', 'snohalegrah', 'djkhaled', 'rnb', 'hiphop', 'rocnation', 'vicmensa', 'jcole', 'kanye', 'hflmag', 'https', 'co', 'hr63qxp0yj', 'https', 'co', 'obxxztuja5']"
D190,"['listening', 'kanye', 'must', 'tough', 'kanyewest', 'teamkanyedaily', 'memelyxyz', 'kanye', 'elonmusk', 'twitter', 'viralvideo', 'kanyememe', 'memely', 'https', 'co', 'bpq44dc97u']"
D191,"['kanye', 'west', 'trolling', 'suge', 'knight', 'lawyer', 'kanye', 'kanyewest', 'ye', 'donda', 'yeezy', 'https', 'co', 'h3sbfjwefr']"
D192,"['click', 'image', 'shop', 'https', 'co', '5tspype5lb', 'discounted', 'prices', 'fast', 'amp', 'insured', 'worldwide', 'shipping', 'kanye', 'kanyewest', 'kanyeloves', 'kanyeweststyle', 'https', 'co', 'uccpnpbry6']"
D193,"['kanye', 'west', 'quote', 'day', 'world', 'needs', 'joy', 'idea', 'super', 'fresh', 'kanye', 'west', 'kanyewest', 'ye', 'oftheday', 'otd', 'https', 'co', 'ce522xfyb0']"
D194,"['well', 'thats', 'horrible', 'watch', 'guess', 'kanye', 'wasnt', 'completely', 'wrong', 'https', 'co', 'mqwckmqzpu']"
D195,"['women', 'problem', 'kanye', 'emotional', 'decision', 'making', 'w', 'milo', 'ibata', 'kanyewest', 'kanye', 'yeezy', 'kimkardashian', 'amberrose', 'https', 'co', 'hhff95iwoz']"
D196,"['kanye', 'chinese', 'version', 'elon', 'memelyxyz', 'hotnews', 'elonmusk', 'kanye', 'viralvideo', 'memely', 'https', 'co', 'exdymx1th6']"
D197,"['everyone', 'knows', 'elon', 'love', 'hitler', 'right', 'get', 'would', 'still', 'twitter', 'offended', 'kanye', 'https', 'co', 'ayr40esdh8']"
D198,"['someone', 'explain', 'elonmusk', 'change', 'twitter', 'way', 'many', 'want', 'get', 'still', 'hatespeech', 'conspiracytheories', 'stupid', 'narcissist', 'kanye', 'kicked', 'trump', 'want', 'anymore']"
D199,"['kanye', 'west', 'saw', 'half', 'chinese', 'genetic', 'hybrid', 'elon', 'kanyewest', 'teamkanyedaily', 'memelyxyz', 'kanye', 'elonmusk', 'viralvideo', 'kanyememe', 'memely', 'https', 'co', 'qwgfkmtfa5']"
D200,"['must', 'watch', 'ye', 'kanyewest', 'kanye', 'kyrieirving', 'hebrewisraelites', 'hebrew', 'sicarii', 'apttmh', 'praises', 'bring', 'plz', 'like', 'amp', 'share', 'https', 'co', '8wnqgmhcvj', 'https', 'co', 'pt5pka6khv']"
D201,"['kanye', 'wests', 'love', 'hitler', 'allegedly', 'goes', 'back', '20', 'years', 'https', 'co', 'c31y2ksg7d', 'kanye', 'wests', 'love', 'hitler', 'allegedly', 'goes', 'back', 'years']"
D202,"['wack', '100', 'invites', 'kanye', 'ye', 'west', 'clubhouse', 'talks', 'mk', 'ultra', 'sacrifices', 'handlers', 'boys', 'https', 'co', 'zc1kedxx0a', 'ye24', 'kanye', 'wack100', 'illuminati', 'conspiracytheories', 'awakening', 'ageofaquarius', 'clubhouse', 'clubhouseaudio', 'https', 'co', 'opu8zikp5c']"
D203,"['world', 'wanted', 'new', 'kanye', 'christmas', 'bad', 'cuz', 'already', 'first', '𝗛𝗮𝗵𝗮', '𝗝𝗲𝗻𝗸𝗶𝗻𝘀', 'https', 'co', 'e3pqxxu2sc']"
